studentId;studentName;studentPhone;studentMail;previouslyFinishedThisSchool;discount;IT-field;englishLevel;weekendIsSuitable
365;Grant;+17505151365;grant@probe.com;true;10;UIUX;C1_ADVANCED;false
366;Holly;+17505151366;holly@probe.com;false;0;UIUX;A2_PRE_INTERMEDIATE;true
367;Ian;+17505151367;ian@probe.com;true;10;UIUX;B1_INTERMEDIATE;true
368;Jenna;+17505151368;jenna@probe.com;false;0;UIUX;A1_BASIC;false
369;Kevin;+17505151369;kevin@probe.com;true;10;UIUX;C2_FLUENT;false
370;Leah;+17505151370;leah@probe.com;false;0;UIUX;A2_PRE_INTERMEDIATE;true
371;Mia;+17505151371;mia@probe.com;false;0;UIUX;B2_UPPER_INTERMEDIATE;false
372;Nathan;+17505151372;nathan@probe.com;true;10;UIUX;C1_ADVANCED;true
373;Olivia;+17505151373;olivia@probe.com;true;10;UIUX;B2_UPPER_INTERMEDIATE;false
374;Patrick;+17505151374;patrick@probe.com;false;0;UIUX;A2_PRE_INTERMEDIATE;false
375;Quincy;+17505151375;quincy@probe.com;false;0;UIUX;C1_ADVANCED;true
571;Ultima;+17505151571;ultima@probe.com;true;10;QA;B1_INTERMEDIATE;true
572;Vivek;+17505151572;vivek@probe.com;false;0;QA;B2_UPPER_INTERMEDIATE;true
573;Willa;+17505151573;willa@probe.com;false;0;QA;C1_ADVANCED;false
574;Xavier;+17505151574;xavier@probe.com;true;10;QA;A2_PRE_INTERMEDIATE;false
575;Yasmin;+17505151575;yasmin@probe.com;false;0;QA;A1_BASIC;true
576;Zayn;+17505151576;zayn@probe.com;true;10;QA;C1_ADVANCED;false
577;Ariana;+17505151577;ariana@probe.com;false;0;QA;B2_UPPER_INTERMEDIATE;true
578;Bryson;+17505151578;bryson@probe.com;true;10;QA;C1_ADVANCED;false
579;Chloe;+17505151579;chloe@probe.com;false;0;QA;A2_PRE_INTERMEDIATE;false
580;David;+17505151580;david@probe.com;true;10;QA;B2_UPPER_INTERMEDIATE;true
581;Emily;+17505151581;emily@probe.com;false;0;QA;A1_BASIC;true
582;Felix;+17505151582;felix@probe.com;false;0;QA;A1_BASIC;false
583;Gemma;+17505151583;gemma@probe.com;true;10;QA;A2_PRE_INTERMEDIATE;false
584;Hugo;+17505151584;hugo@probe.com;true;10;QA;B2_UPPER_INTERMEDIATE;false
585;Isabel;+17505151585;isabel@probe.com;false;0;QA;A1_BASIC;true
586;Jason;+17505151586;jason@probe.com;false;0;QA;A1_BASIC;false
587;Kira;+17505151587;kira@probe.com;true;10;QA;C1_ADVANCED;false
588;Levi;+17505151588;levi@probe.com;false;0;QA;C2_FLUENT;true
589;Mia;+17505151589;mia@probe.com;false;0;QA;B2_UPPER_INTERMEDIATE;true
590;Nolan;+17505151590;nolan@probe.com;false;0;QA;A2_PRE_INTERMEDIATE;false
591;Olivia;+17505151591;olivia@probe.com;false;0;QA;C1_ADVANCED;true
592;Pierce;+17505151592;pierce@probe.com;false;0;QA;B1_INTERMEDIATE;false
593;Quinn;+17505151593;quinn@probe.com;true;10;QA;A2_PRE_INTERMEDIATE;true
594;Rachel;+17505151594;rachel@probe.com;true;10;QA;B1_INTERMEDIATE;true
595;Samuel;+17505151595;samuel@probe.com;true;10;QA;C2_FLUENT;false
596;Tracy;+17505151596;tracy@probe.com;false;0;QA;C2_FLUENT;true
597;Uma;+17505151597;uma@probe.com;false;0;QA;C1_ADVANCED;false
598;Victor;+17505151598;victor@probe.com;false;0;QA;B1_INTERMEDIATE;false
599;Wendy;+17505151599;wendy@probe.com;false;0;QA;A2_PRE_INTERMEDIATE;false
600;Xander;+17505151600;xander@probe.com;true;10;QA;C1_ADVANCED;true
